true_class,evidence_set_network__ACC,evidence_set_network__BLCA,evidence_set_network__BRCA,evidence_set_network__CESC,evidence_set_network__COAD,evidence_set_network__DLBC,evidence_set_network__GBMLGG,evidence_set_network__HNSC,evidence_set_network__KIPAN,evidence_set_network__KIRC,evidence_set_network__LAML,evidence_set_network__LGG,evidence_set_network__LIHC,evidence_set_network__LUAD,evidence_set_network__LUSC,evidence_set_network__OV,evidence_set_network__PAAD,evidence_set_network__PCPG,evidence_set_network__PRAD,evidence_set_network__SARC,evidence_set_network__SKCM,evidence_set_network__STES,evidence_set_network__TGCT,evidence_set_network__THCA,evidence_set_network__THYM,evidence_set_network__UCEC
STES,0.066098705,0.018671112,0.044099808,0.045730475,0.030528767,0.019294158,0.023802932,0.03439444,0.060355067,0.0419847,0.022206405,0.019643415,0.04945449,0.03864484,0.038310234,0.04468457,0.025505643,0.028818922,0.090294644,0.027321897,0.019790411,0.09857178,0.04301379,0.026925623,0.022684762,0.019168422
THCA,0.03484764,0.023273442,0.053578626,0.036563706,0.01921617,0.016452983,0.051449947,0.02559987,0.06352885,0.06404569,0.03628354,0.036281336,0.06364107,0.022725767,0.011813473,0.04822276,0.044406082,0.02954049,0.03745288,0.07106884,0.045226566,0.028554672,0.04333014,0.04490254,0.026269756,0.02172318
PCPG,0.006562934,0.006724657,0.063324645,0.037222635,0.008709564,0.04994321,0.06404155,0.09531662,0.058828775,0.027311286,0.037904613,0.048657358,0.03767744,0.028498977,0.010159139,0.051171485,0.012929788,0.017785713,0.03185431,0.04550494,0.07761079,0.024212183,0.055401206,0.02777483,0.06376847,0.011102906
ACC,0.9509933,0.009034147,0.00061350805,0.002441761,0.0012048279,0.0029222255,0.00049805176,0.0032670696,0.0019466868,0.0008780281,0.0005961394,0.00020214464,0.0026146094,0.0023298936,0.0029379886,0.00085597223,0.0020569623,0.00040829336,0.00092641066,0.0003337261,0.0029066014,0.0036483973,0.002758094,8.3960156e-05,0.000413856,0.0031271998
BLCA,0.008198392,0.64977664,0.00929085,0.017910743,0.030958796,0.021955261,0.0049807844,0.026509065,0.00451784,0.0012712299,0.0004045132,0.0011509325,0.022423878,0.04961359,0.030967256,0.004311505,0.0026442178,0.0007098182,0.0005886766,0.0036152634,0.0396027,0.04711593,0.001269951,8.8376175e-05,0.002442077,0.017681684
PRAD,0.03066481,0.031400643,0.05131588,0.04185651,0.012412879,0.047920693,0.054785933,0.02433731,0.041487653,0.0493444,0.023542726,0.025915638,0.039957877,0.1502783,0.024342937,0.041879047,0.04924032,0.033495773,0.051000576,0.023370633,0.02671344,0.018295972,0.048945434,0.026113333,0.023780262,0.0076010204
KIRC,0.029330816,0.045770895,0.076067075,0.053539343,0.013846839,0.010593728,0.063016005,0.028138129,0.046635438,0.04772711,0.035059508,0.043895792,0.021148235,0.014963613,0.005934439,0.03277181,0.03846634,0.035397395,0.054096546,0.06657364,0.018014135,0.009680465,0.12610228,0.03055951,0.047133632,0.005537319
TGCT,0.02188482,0.022532942,0.07020828,0.041031647,0.05334645,0.019853001,0.045335554,0.052974746,0.048427682,0.041575,0.017390002,0.04073019,0.049225423,0.07003109,0.04777949,0.05176774,0.02898072,0.022019718,0.03249456,0.06824879,0.022939892,0.012023131,0.050105732,0.01861279,0.029351965,0.021128654
BRCA,0.03846154,0.03846154,0.03846154,0.03846154,0.03846154,0.03846154,0.03846154,0.03846154,0.03846154,0.03846154,0.03846154,0.03846154,0.03846154,0.03846154,0.03846154,0.03846154,0.03846154,0.03846154,0.03846154,0.03846154,0.03846154,0.03846154,0.03846154,0.03846154,0.03846154,0.03846154
LUSC,0.0045070634,0.26881227,0.005313037,0.0029148548,0.08267995,0.017646661,0.001803951,0.073953286,0.00051086745,0.0005683926,0.00045984736,0.0033079814,0.029826144,0.0571259,0.11927892,0.008962589,0.052884117,0.00045246753,9.7954224e-05,0.006649518,0.012152986,0.18022293,0.0011830052,1.9347053e-05,0.0016571035,0.067008965
UCEC,0.0041591767,0.03434656,0.04453131,0.034035668,0.00455499,0.007029131,0.023868978,0.005008831,0.0038211404,0.004093707,0.0008753749,0.0010211016,0.020077629,0.004075488,0.021158246,0.0025170497,0.0031630367,0.0012979801,0.002052445,0.0011207529,0.011372799,0.2351806,0.0023457075,0.00051002303,0.0012090985,0.5265731
GBMLGG,0.00955349,0.03516638,0.29368716,0.142731,0.01465263,0.024434863,0.053595897,0.05282034,0.009935758,0.01502426,0.02561279,0.023023069,0.017627368,0.027751049,0.034334473,0.013126049,0.01803397,0.0077379025,0.012033567,0.01434403,0.05159903,0.037462503,0.015360402,0.006543336,0.005999548,0.037809104
KIRC,0.03189176,0.093991704,0.036847796,0.039879862,0.04954747,0.092448935,0.014682515,0.048743654,0.01824136,0.042317137,0.01547277,0.017035333,0.062239517,0.041668687,0.03524222,0.05111865,0.051338814,0.021559851,0.018990593,0.02444347,0.037431,0.04570958,0.040857755,0.014599645,0.030216891,0.023483051
TGCT,0.021004375,0.0532493,0.05427716,0.03062169,0.037104983,0.0127695035,0.050712753,0.049317803,0.055473946,0.053264603,0.034126863,0.031737518,0.04014548,0.03953838,0.02681267,0.047976438,0.017251853,0.03416362,0.030676289,0.03349002,0.121374905,0.00950132,0.028840074,0.03225153,0.02845324,0.025863731
KIPAN,0.0076385546,0.7602537,0.008253294,0.0036491498,0.009563102,0.0039427453,0.0051396275,0.008453876,0.022220617,0.032615792,0.005481555,0.0072908103,0.023929996,0.00841738,0.006081339,0.008432481,0.008907554,0.007948447,0.004642261,0.009232547,0.014804836,0.0111772865,0.0070545576,0.0036325632,0.007932374,0.003303483
GBMLGG,0.051656056,0.13923344,0.025044894,0.04040562,0.09681725,0.047403235,0.024228306,0.048137847,0.00607625,0.007240445,0.0029841312,0.008948992,0.04858062,0.093385644,0.058258228,0.019439533,0.026248781,0.025035372,0.0042644604,0.015116757,0.137355,0.025679056,0.013519574,0.0016575269,0.0077830907,0.02549992
KIPAN,0.025978269,0.017280538,0.0026290654,0.010589468,0.032350454,0.033726655,0.0042051645,0.007552935,0.097031616,0.49498558,0.010288947,0.007424932,0.010387503,0.0087308455,0.035494193,0.0068745404,0.014455586,0.029966941,0.026227135,0.008310139,0.02512397,0.015938867,0.013911048,0.005638386,0.018338127,0.0365591
OV,0.051789053,0.12433912,0.04310189,0.030149974,0.0067973905,0.030473197,0.12843505,0.04051192,0.0379765,0.03141736,0.04585302,0.042712267,0.02170445,0.014840258,0.008747867,0.031526398,0.020534622,0.041994184,0.039655283,0.05907526,0.012388543,0.007239013,0.04527305,0.035247874,0.03964327,0.00857315
KIPAN,0.021052463,0.009529267,0.0013457151,0.0059774183,0.0055481936,0.011195353,0.00206992,0.0050324895,0.5301601,0.31445545,0.001968973,0.0024239027,0.0043796496,0.014806094,0.0060264803,0.003422217,0.005274595,0.0041992385,0.001054835,0.00266012,0.015751613,0.00199331,0.0064636166,0.0007351869,0.0032011096,0.019272748
BRCA,0.008035277,0.020419724,0.0437203,0.0048948154,0.040237725,0.005459239,0.071758136,0.030575288,0.009109667,0.012255509,0.010994503,0.066771954,0.06663627,0.05168093,0.042477656,0.35231164,0.027305074,0.004760284,0.0075735357,0.03226041,0.0040674526,0.037762877,0.013020892,0.00505003,0.006021943,0.024838876
GBMLGG,0.017677646,0.03989267,0.013430734,0.060465574,0.041454256,0.020141846,0.11898295,0.028338652,0.0055540106,0.012324001,0.00241537,0.003662628,0.027348032,0.08327588,0.022143949,0.010531416,0.036877386,0.0020333268,0.010314053,0.011451865,0.08131102,0.06537075,0.011959332,0.0022228907,0.0061456966,0.26467407
PRAD,0.013570842,0.05668518,0.037854448,0.021042714,0.0050183563,0.31282878,0.006536489,0.13177225,0.036983952,0.010126317,0.011065956,0.012165537,0.07832791,0.0088070575,0.02046096,0.012578559,0.01040249,0.011222211,0.04393562,0.042499434,0.021872336,0.05351136,0.012366985,0.00931741,0.01265458,0.006392314
HNSC,0.019318428,0.13446036,0.01295287,0.048805084,0.10492169,0.020678815,0.027510818,0.07315504,0.0016357729,0.0010463665,0.001506811,0.027241353,0.026138837,0.1104357,0.14310998,0.06739741,0.08414118,0.0006122825,0.0015104883,0.02697444,0.008572669,0.02994829,0.0017421464,0.0003284685,0.0013274297,0.024527298
DLBC,0.047944624,0.053973544,0.04142854,0.03204516,0.043125045,0.029881576,0.023666352,0.052331652,0.051823422,0.03544345,0.037296765,0.022126406,0.041218765,0.047237467,0.037790302,0.052156523,0.042689107,0.042394247,0.024656413,0.03431658,0.016690854,0.03137755,0.043830838,0.015821598,0.0531586,0.045574613
KIRC,0.005768177,0.005797077,0.00093155785,0.004639148,0.0010658522,0.008513854,0.0018449359,0.0034377596,0.24474007,0.66775167,0.002305276,0.0020409906,0.00489501,0.006164419,0.0046087517,0.0030004024,0.0042808875,0.003554681,0.0019191563,0.0048504574,0.0020915663,0.00064582936,0.0060920403,0.0014642421,0.006689279,0.00090692437
COAD,0.0025187563,0.0056897276,0.0025251433,0.0018041335,0.8942423,0.0038920757,0.001707138,0.0038656713,0.0015199862,0.0013948737,0.0017775625,0.0014273967,0.0051824707,0.0042032795,0.0056903623,0.0035692793,0.0016028599,0.001831131,0.0054973005,0.0061157853,0.025510706,0.0077078682,0.0016322024,0.0028359948,0.002120685,0.004135226
SKCM,0.047603704,0.10110337,0.017794702,0.056149635,0.08845662,0.052840896,0.0016602161,0.08802399,0.0043654065,0.004001848,0.00050682575,0.0008855034,0.035349626,0.08206057,0.11685079,0.0030469405,0.018123776,0.0013632765,0.0009859793,0.0058961627,0.13096507,0.06378277,0.011085363,8.721437e-05,0.0022312864,0.06477852
THCA,0.0812122,0.07678343,0.0043309545,0.07178191,0.0009380419,0.0631516,0.04178943,0.0023576815,0.039842594,0.04788864,0.0029842104,0.057777382,0.0030350422,0.00094786723,0.0009020829,0.017621605,0.07502907,0.07263279,0.052595176,0.063162714,0.02068151,0.0008368258,0.074656904,0.048492413,0.077376194,0.0011916865
UCEC,0.00581875,0.022485282,0.022994367,0.03132135,0.014946849,0.008937257,0.06199532,0.0028439474,0.033051558,0.028022312,0.0019173109,0.0024914388,0.054986913,0.0040475577,0.014189895,0.007330592,0.0048251073,0.008059177,0.006023193,0.0070396536,0.024786353,0.048739266,0.0035917368,0.0019799564,0.00328508,0.57428974
BLCA,0.027227297,0.079265945,0.051089432,0.0023549302,0.04011233,0.004781163,0.007298274,0.29412523,0.002049293,0.00071905536,0.0066115707,0.05163733,0.018988041,0.07788709,0.08857854,0.023303261,0.031607255,0.0011122257,0.0009878803,0.02147058,0.012657125,0.14273834,0.0025256374,0.00015460276,0.005093894,0.0056237364
LIHC,0.03472177,0.2864665,0.015089567,0.050147388,0.05598203,0.0269081,0.011210547,0.042106587,0.018543739,0.008072903,0.0028542913,0.003481667,0.02014867,0.03898723,0.04847982,0.011063934,0.0425436,0.0046195863,0.0023217446,0.018058056,0.039104793,0.11219629,0.04945253,0.0006813409,0.01782386,0.038933408
SARC,0.017326161,0.0663439,0.081158854,0.016728496,0.0025012484,0.0041190996,0.047591727,0.03398073,0.010981677,0.015428828,0.027700683,0.108534,0.06546525,0.038671758,0.0072972616,0.21156912,0.050786417,0.010934025,0.02143576,0.088987924,0.0036464082,0.0041928375,0.0079735005,0.009191813,0.013304288,0.034148175
COAD,0.008561627,0.019067194,0.00082800037,0.004343479,0.5731799,0.0076190494,0.0010004918,0.0050974083,0.00059435103,0.0009995867,0.0014556153,0.0015211622,0.13208538,0.016572323,0.018886484,0.0018464574,0.0036826732,0.0024534957,0.0035281568,0.002324296,0.016791103,0.014786648,0.0031341854,0.001285497,0.0026963232,0.15565918
KIPAN,0.054879244,0.1259442,0.024469003,0.058229603,0.028099537,0.04188352,0.00823094,0.060784798,0.028205616,0.023108572,0.009406607,0.004560148,0.07436777,0.071276225,0.06496209,0.030740296,0.041316666,0.010540653,0.0059431656,0.046067536,0.055932455,0.03802365,0.045231238,0.0045113447,0.01375258,0.029532518
STES,0.040162392,0.020316051,0.07363626,0.0023170793,0.019958036,0.00416146,0.060108602,0.23243931,0.0023291449,0.0011484938,0.029951883,0.051174317,0.018147513,0.015559444,0.06946384,0.11054806,0.05138039,0.0012670172,0.0029150096,0.10965701,0.008320401,0.057518426,0.0017352774,0.00079619494,0.0069686836,0.008019718
LGG,0.00019397809,0.00035530122,0.0002813689,7.4921416e-05,0.00017843192,0.00022128836,0.19980218,0.00038295504,8.823751e-05,4.3095202e-05,0.0001645288,0.7897884,0.00028828363,0.00013169901,0.0003305152,0.0026018613,0.0002236433,0.00012683064,6.7236346e-05,0.0029863177,0.00020138393,0.00033004777,5.3928576e-05,2.4014107e-05,9.864835e-05,0.0009609954
PRAD,0.020451909,0.027765036,0.029726993,0.0036247876,0.0102043785,0.048932597,0.019437393,0.05554152,0.06990397,0.0534479,0.05491605,0.058874242,0.04149557,0.04766019,0.00447492,0.062883064,0.052487124,0.054363772,0.055256978,0.05571508,0.008172719,0.005609851,0.03310201,0.05374564,0.04774748,0.024458822
LGG,0.017300647,0.16607665,0.00076077343,0.0013945404,0.017012311,0.04026593,0.12370745,0.01307496,9.824233e-05,1.7956314e-05,1.3921797e-05,9.1882466e-05,0.016314462,0.05469212,0.04316245,0.00027966613,0.0049032457,0.00013170659,7.931311e-06,0.001151238,0.021271383,0.4491951,0.00075380487,5.9774057e-09,0.00048462223,0.027836988
THCA,0.0014224749,0.033529032,0.06175394,0.003125087,0.0014625383,0.091145985,0.07943977,0.09675334,0.06740741,0.09177613,0.07688794,0.0947921,0.004548947,0.0026553946,0.0071673505,0.018295709,0.0022846332,0.029676473,0.07951014,0.035190623,0.016009739,0.0014349261,0.03628438,0.015077215,0.047513604,0.004855097
KIRC,0.024238257,0.03016746,0.047319684,0.02422932,0.043499295,0.019655328,0.048122622,0.017260779,0.0029539338,0.04701408,0.038660247,0.04385151,0.03733636,0.040934294,0.025252998,0.045136493,0.00811296,0.037392814,0.045774534,0.041906927,0.16534992,0.047469467,0.033848576,0.04688612,0.029209299,0.008416744
SKCM,0.025445612,0.0066360617,0.0003187736,0.0035248545,0.005828745,0.013596546,0.00030501466,0.034134705,0.00011350477,7.254724e-05,0.00023988527,0.00017876046,0.002041233,0.018831192,0.017912438,0.00037976162,0.034119595,0.0002668501,0.00018719933,0.0006152807,0.82076997,0.005247647,0.0011361833,0.0029879427,0.00061354577,0.004496112
CESC,0.052262206,0.03441849,0.036575712,0.07169223,0.026969478,0.06687529,0.01703096,0.08337878,0.019951137,0.020524098,0.03019357,0.020574654,0.03456078,0.058932677,0.068629876,0.029345714,0.020816328,0.012001772,0.017584236,0.027061576,0.15303315,0.025996802,0.031082047,0.0051058587,0.0155953225,0.019807303
BLCA,0.0075624725,0.35312742,0.021678856,0.0068583363,0.135316,0.010557088,0.0018957981,0.047374032,0.0017165904,0.00052322424,0.001127643,0.010002609,0.049685463,0.059546046,0.048912726,0.023869334,0.042715605,0.00078453036,0.00043290714,0.008137623,0.012753308,0.116347186,0.002347721,3.6974132e-05,0.0041873595,0.032503262
UCEC,0.02231732,0.0332524,0.047862712,0.0049664956,0.10823222,0.00576327,0.06587014,0.06584271,0.0052673887,0.0056087063,0.007372681,0.06966478,0.076712355,0.025433857,0.07709174,0.19380233,0.05279873,0.0041322084,0.0054754536,0.04477215,0.003082605,0.021092981,0.0039508147,0.002215844,0.0038611689,0.043557007
LUSC,0.008111427,0.06518114,0.0118391495,0.006790387,0.10735034,0.0052316682,0.004162403,0.058852818,0.00077737257,0.0005786509,0.000338424,0.006081222,0.06665581,0.11350222,0.3687639,0.015452587,0.015211188,0.00039908814,0.00049207825,0.0075331763,0.021559933,0.09042769,0.00085764495,3.765847e-05,0.0009387533,0.022873275
LUAD,0.044860665,0.0416166,0.047677353,0.12471682,0.02137685,0.03960392,0.037655793,0.08367082,0.020680366,0.013448575,0.021102952,0.024013715,0.030526973,0.022291942,0.078104906,0.019608345,0.08596759,0.033525195,0.021859488,0.021642871,0.048232682,0.023320863,0.028822709,0.010658539,0.03792458,0.017088855
BLCA,0.012452905,0.056553554,0.037033677,0.0073526357,0.13233669,0.027225062,0.0076450957,0.108261585,0.005051583,0.0015845335,0.0013512553,0.007730319,0.034432262,0.078200564,0.1237892,0.10129753,0.060340546,0.0010936144,0.0015779798,0.011505102,0.018151963,0.04047582,0.001221977,5.3179647e-05,0.0029964254,0.12028492
STES,0.0081907865,0.09738039,0.0260238,0.005566116,0.09912185,0.012142115,0.036423128,0.06751342,0.0021352267,0.001264618,0.00091755297,0.021005105,0.030740324,0.14113137,0.17002948,0.03681056,0.09058331,0.00070165924,0.00057539373,0.02123348,0.006230818,0.036009837,0.0019672636,0.00019729613,0.0021798294,0.08392531
SARC,0.0066385404,0.03323274,0.03194928,0.009258404,0.010976013,0.003300929,0.11744181,0.084668875,0.0038347256,0.0049534338,0.00966063,0.13611814,0.04495732,0.039066203,0.0154793635,0.19796765,0.06473158,0.0047896556,0.0075466097,0.045205705,0.007980314,0.0081559215,0.0046547116,0.004260022,0.0042678276,0.09890359
OV,0.0029757186,0.019215569,0.031134611,0.00798432,0.023412263,0.0033909893,0.067607366,0.041609555,0.006404325,0.0048971623,0.009461994,0.15828212,0.030225117,0.07378796,0.078229085,0.27737197,0.07122046,0.006352617,0.004296324,0.039529506,0.0024564373,0.020871583,0.0065726973,0.0035396253,0.0049865087,0.0041840994
KIPAN,0.0076115523,0.0039965063,0.0030973158,0.006125268,0.0018428487,0.0058694663,0.0039936565,0.006557308,0.6189214,0.114666075,0.013488821,0.018536568,0.011558155,0.007292398,0.009608145,0.016260931,0.013088584,0.020732446,0.007499634,0.0149467345,0.027478775,0.0018819559,0.04140797,0.0104572,0.011159459,0.0019207934
STES,0.0060366783,0.08078862,0.017095877,0.0090791145,0.12577634,0.0045890245,0.040280167,0.10284213,0.0016584365,0.0013996735,0.0014268911,0.02518905,0.039339032,0.078165226,0.08648419,0.13117081,0.13846835,0.0018877384,0.001610297,0.01164009,0.013074698,0.050841223,0.002009531,0.00027121088,0.002336218,0.026539387
GBMLGG,0.04927011,0.05573682,0.049867503,0.035646174,0.059184443,0.027194517,0.016806724,0.050960395,0.017496897,0.02241972,0.0070486288,0.028590241,0.05241423,0.06256465,0.08717214,0.0262277,0.03578442,0.014448447,0.032897826,0.03454537,0.036173,0.105347976,0.025985196,0.008445064,0.02360978,0.034162052
KIRC,0.03782619,0.046977147,0.0034232563,0.018945808,0.014154623,0.019378984,0.0032539126,0.029542534,0.14364801,0.42644596,0.007100617,0.0076113283,0.014396563,0.035626713,0.018432714,0.01153906,0.012933679,0.024696833,0.005225291,0.008373577,0.012853942,0.060565915,0.016611699,0.0038725075,0.009628462,0.0069347327
BRCA,0.0012123333,0.0012926679,0.9548213,0.0006490035,0.0011108728,0.0015011206,0.0020520107,0.00056244456,0.0020815055,0.0008466321,0.0011469432,0.0021011557,0.0008289703,0.0009939835,0.0011063182,0.00083997747,0.0008381658,0.0011792863,0.0009596344,0.0009687865,0.006934733,0.0013435838,0.0009902456,0.00083215366,0.0007508288,0.012055352
SKCM,0.022864293,0.014956806,0.0495929,0.10460415,0.045355905,0.047471963,0.021513168,0.07691053,0.012185146,0.02754732,0.013930712,0.017932894,0.035999056,0.051335555,0.020374438,0.0535539,0.02186815,0.01632713,0.01665186,0.07725291,0.061397903,0.03293617,0.02616491,0.009158454,0.016643316,0.1054705
LUSC,0.008041753,0.06533315,0.010527278,0.0055757174,0.052409932,0.010187678,0.0144249275,0.11927921,0.0047390955,0.0031331691,0.0008066498,0.0048808786,0.048016362,0.06547752,0.34414744,0.041515894,0.032749806,0.00040322394,0.00036574138,0.005409815,0.03348426,0.09220925,0.0010472566,5.134774e-05,0.0017298482,0.034052715
CESC,0.017393535,0.07437818,0.19528475,0.048764303,0.10903901,0.037564866,0.0075450544,0.15234138,0.006935337,0.0041996343,0.0010637413,0.014529159,0.017946165,0.017534845,0.05435626,0.0019164562,0.005715946,0.0019946597,0.0030352136,0.0041246302,0.01304109,0.11179433,0.01018082,0.00041876818,0.00479929,0.084102534
BLCA,0.039596334,0.24589132,0.007044172,0.003275741,0.04091631,0.011834375,0.0034374269,0.052442882,0.00047475344,0.00028191158,0.00032492107,0.0024551733,0.012210793,0.1220923,0.1352837,0.032905556,0.03369572,0.00034048088,0.00020207698,0.014323532,0.012270612,0.18258607,0.0015556809,2.6720689e-05,0.0014687574,0.043062713
LAML,0.0007047276,0.0005520882,0.00027820133,0.000465175,0.00021104437,0.0007433532,0.015881542,0.0004520503,0.0005543199,0.0006278958,0.8564291,0.11600653,0.0005782175,0.00031281135,0.00046758747,0.00043159095,0.00048780613,0.0006224999,0.0005432755,0.000632034,0.0004620848,0.0003187929,0.000631965,0.00039840658,0.00079725444,0.00040961467
SKCM,0.1690372,0.3538527,2.9525077e-06,0.0016718564,0.07116104,0.021398067,9.801092e-09,0.0038129864,7.7646933e-10,8.5252294e-10,1.9978274e-06,2.0739693e-08,0.0039511234,0.03080922,0.10078628,4.990398e-07,0.07212549,2.3762024e-05,8.057112e-10,2.178886e-05,0.019315397,0.016354041,0.0056331116,7.856385e-14,0.12321114,0.006829404
KIPAN,0.025447214,0.030787114,0.059130438,0.036425382,0.02914021,0.036260247,0.043288026,0.047892533,0.03410293,0.054002635,0.026330521,0.041918036,0.051936544,0.048398837,0.04416028,0.03991369,0.041380744,0.033956062,0.03718469,0.029105559,0.06681842,0.03877601,0.028928874,0.009142368,0.039495584,0.026076995
